id,category,subgroup,title,aliases,parent_work,attribution,catalog_status,mirror_status,commentary_status,candidate_source,review_note
upanisad-jabala-darshana,Upaniṣad,Requested 108-title list,Jabala-Darshana,Javali; Darshana,Muktika-style 108-title list supplied for this project,Traditional/anonymous unless an edition establishes otherwise,requested-scope,link-only-pending-rights,needs-commentary-mapping,https://github.com/INDOLOGY/GRETIL-mirror/search?q=Jabala-Darshana&type=code,Normalized as one Muktika-style title from the supplied separate entries 'Javali' and 'Darshana'; preserve those supplied forms as aliases.
upanisad-yogachudamani,Upaniṣad,Requested 108-title list,Yogachudamani,,Muktika-style 108-title list supplied for this project,Traditional/anonymous unless an edition establishes otherwise,requested-scope,link-only-pending-rights,needs-commentary-mapping,https://github.com/INDOLOGY/GRETIL-mirror/search?q=Yogachudamani&type=code,"Verify title normalization, recension, edition, and item-level rights."
upanisad-samnyasa,Upaniṣad,Requested 108-title list,Samnyasa,,Muktika-style 108-title list supplied for this project,Traditional/anonymous unless an edition establishes otherwise,requested-scope,link-only-pending-rights,needs-commentary-mapping,https://github.com/INDOLOGY/GRETIL-mirror/search?q=Samnyasa&type=code,Generic or variant title; identify the exact Upaniṣad intended before mirroring.
upanisad-mahat,Upaniṣad,Requested 108-title list,Mahat,,Muktika-style 108-title list supplied for this project,Traditional/anonymous unless an edition establishes otherwise,requested-scope,link-only-pending-rights,needs-commentary-mapping,https://github.com/INDOLOGY/GRETIL-mirror/search?q=Mahat&type=code,"Verify title normalization, recension, edition, and item-level rights."
upanisad-savitri,Upaniṣad,Requested 108-title list,Savitri,,Muktika-style 108-title list supplied for this project,Traditional/anonymous unless an edition establishes otherwise,requested-scope,link-only-pending-rights,needs-commentary-mapping,https://github.com/INDOLOGY/GRETIL-mirror/search?q=Savitri&type=code,"Verify title normalization, recension, edition, and item-level rights."
upanisad-rudraksha-jabala,Upaniṣad,Requested 108-title list,Rudraksha-Jabala,,Muktika-style 108-title list supplied for this project,Traditional/anonymous unless an edition establishes otherwise,requested-scope,link-only-pending-rights,needs-commentary-mapping,https://github.com/INDOLOGY/GRETIL-mirror/search?q=Rudraksha-Jabala&type=code,"Verify title normalization, recension, edition, and item-level rights."
upanisad-jabali,Upaniṣad,Requested 108-title list,Jabali,,Muktika-style 108-title list supplied for this project,Traditional/anonymous unless an edition establishes otherwise,requested-scope,link-only-pending-rights,needs-commentary-mapping,https://github.com/INDOLOGY/GRETIL-mirror/search?q=Jabali&type=code,"Verify title normalization, recension, edition, and item-level rights."
upanisad-mundaka,Upaniṣad,Requested 108-title list,Mundaka,,Muktika-style 108-title list supplied for this project,Traditional/anonymous unless an edition establishes otherwise,requested-scope,link-only-pending-rights,needs-commentary-mapping,https://github.com/INDOLOGY/GRETIL-mirror/search?q=Mundaka&type=code,"Verify title normalization, recension, edition, and item-level rights."
upanisad-mandukya,Upaniṣad,Requested 108-title list,Mandukya,,Muktika-style 108-title list supplied for this project,Traditional/anonymous unless an edition establishes otherwise,requested-scope,link-only-pending-rights,needs-commentary-mapping,https://github.com/INDOLOGY/GRETIL-mirror/search?q=Mandukya&type=code,"Verify title normalization, recension, edition, and item-level rights."
upanisad-prashna,Upaniṣad,Requested 108-title list,Prashna,,Muktika-style 108-title list supplied for this project,Traditional/anonymous unless an edition establishes otherwise,requested-scope,link-only-pending-rights,needs-commentary-mapping,https://github.com/INDOLOGY/GRETIL-mirror/search?q=Prashna&type=code,"Verify title normalization, recension, edition, and item-level rights."
upanisad-surya,Upaniṣad,Requested 108-title list,Surya,,Muktika-style 108-title list supplied for this project,Traditional/anonymous unless an edition establishes otherwise,requested-scope,link-only-pending-rights,needs-commentary-mapping,https://github.com/INDOLOGY/GRETIL-mirror/search?q=Surya&type=code,"Verify title normalization, recension, edition, and item-level rights."
upanisad-atma,Upaniṣad,Requested 108-title list,Atma,,Muktika-style 108-title list supplied for this project,Traditional/anonymous unless an edition establishes otherwise,requested-scope,link-only-pending-rights,needs-commentary-mapping,https://github.com/INDOLOGY/GRETIL-mirror/search?q=Atma&type=code,"Verify title normalization, recension, edition, and item-level rights."
upanisad-khechari,Upaniṣad,Requested 108-title list,Khechari,,Muktika-style 108-title list supplied for this project,Traditional/anonymous unless an edition establishes otherwise,requested-scope,link-only-pending-rights,needs-commentary-mapping,https://github.com/INDOLOGY/GRETIL-mirror/search?q=Khechari&type=code,"Verify title normalization, recension, edition, and item-level rights."
upanisad-palani,Upaniṣad,Requested 108-title list,Palani,,Muktika-style 108-title list supplied for this project,Traditional/anonymous unless an edition establishes otherwise,requested-scope,link-only-pending-rights,needs-commentary-mapping,https://github.com/INDOLOGY/GRETIL-mirror/search?q=Palani&type=code,Requested spelling retained; identity requires manuscript/catalogue verification before normalization.
upanisad-shaundilya,Upaniṣad,Requested 108-title list,Shaundilya,,Muktika-style 108-title list supplied for this project,Traditional/anonymous unless an edition establishes otherwise,requested-scope,link-only-pending-rights,needs-commentary-mapping,https://github.com/INDOLOGY/GRETIL-mirror/search?q=Shaundilya&type=code,Likely Śāṇḍilya Upaniṣad; normalize only after authority-file review.
upanisad-narada-parivrajaka,Upaniṣad,Requested 108-title list,Narada-Parivrajaka,,Muktika-style 108-title list supplied for this project,Traditional/anonymous unless an edition establishes otherwise,requested-scope,link-only-pending-rights,needs-commentary-mapping,https://github.com/INDOLOGY/GRETIL-mirror/search?q=Narada-Parivrajaka&type=code,"Verify title normalization, recension, edition, and item-level rights."
upanisad-parabrahma,Upaniṣad,Requested 108-title list,Parabrahma,,Muktika-style 108-title list supplied for this project,Traditional/anonymous unless an edition establishes otherwise,requested-scope,link-only-pending-rights,needs-commentary-mapping,https://github.com/INDOLOGY/GRETIL-mirror/search?q=Parabrahma&type=code,"Verify title normalization, recension, edition, and item-level rights."
upanisad-paramahamsa-parivrajaka,Upaniṣad,Requested 108-title list,Paramahamsa-Parivrajaka,,Muktika-style 108-title list supplied for this project,Traditional/anonymous unless an edition establishes otherwise,requested-scope,link-only-pending-rights,needs-commentary-mapping,https://github.com/INDOLOGY/GRETIL-mirror/search?q=Paramahamsa-Parivrajaka&type=code,"Verify title normalization, recension, edition, and item-level rights."
upanisad-pasupata-brahma,Upaniṣad,Requested 108-title list,Pasupata-Brahma,,Muktika-style 108-title list supplied for this project,Traditional/anonymous unless an edition establishes otherwise,requested-scope,link-only-pending-rights,needs-commentary-mapping,https://github.com/INDOLOGY/GRETIL-mirror/search?q=Pasupata-Brahma&type=code,"Verify title normalization, recension, edition, and item-level rights."
upanisad-mahavakya,Upaniṣad,Requested 108-title list,Mahavakya,,Muktika-style 108-title list supplied for this project,Traditional/anonymous unless an edition establishes otherwise,requested-scope,link-only-pending-rights,needs-commentary-mapping,https://github.com/INDOLOGY/GRETIL-mirror/search?q=Mahavakya&type=code,"Verify title normalization, recension, edition, and item-level rights."
upanisad-krishna,Upaniṣad,Requested 108-title list,Krishna,,Muktika-style 108-title list supplied for this project,Traditional/anonymous unless an edition establishes otherwise,requested-scope,link-only-pending-rights,needs-commentary-mapping,https://github.com/INDOLOGY/GRETIL-mirror/search?q=Krishna&type=code,"Verify title normalization, recension, edition, and item-level rights."
upanisad-garuda,Upaniṣad,Requested 108-title list,Garuda,,Muktika-style 108-title list supplied for this project,Traditional/anonymous unless an edition establishes otherwise,requested-scope,link-only-pending-rights,needs-commentary-mapping,https://github.com/INDOLOGY/GRETIL-mirror/search?q=Garuda&type=code,"Verify title normalization, recension, edition, and item-level rights."
upanisad-gopalatapini,Upaniṣad,Requested 108-title list,Gopalatapini,,Muktika-style 108-title list supplied for this project,Traditional/anonymous unless an edition establishes otherwise,requested-scope,link-only-pending-rights,needs-commentary-mapping,https://github.com/INDOLOGY/GRETIL-mirror/search?q=Gopalatapini&type=code,"Verify title normalization, recension, edition, and item-level rights."
upanisad-dattatreya,Upaniṣad,Requested 108-title list,Dattatreya,,Muktika-style 108-title list supplied for this project,Traditional/anonymous unless an edition establishes otherwise,requested-scope,link-only-pending-rights,needs-commentary-mapping,https://github.com/INDOLOGY/GRETIL-mirror/search?q=Dattatreya&type=code,"Verify title normalization, recension, edition, and item-level rights."
upanisad-nrsimhatapini,Upaniṣad,Requested 108-title list,Nrsimhatapini,,Muktika-style 108-title list supplied for this project,Traditional/anonymous unless an edition establishes otherwise,requested-scope,link-only-pending-rights,needs-commentary-mapping,https://github.com/INDOLOGY/GRETIL-mirror/search?q=Nrsimhatapini&type=code,"Verify title normalization, recension, edition, and item-level rights."
upanisad-ramatapini,Upaniṣad,Requested 108-title list,Ramatapini,,Muktika-style 108-title list supplied for this project,Traditional/anonymous unless an edition establishes otherwise,requested-scope,link-only-pending-rights,needs-commentary-mapping,https://github.com/INDOLOGY/GRETIL-mirror/search?q=Ramatapini&type=code,"Verify title normalization, recension, edition, and item-level rights."
upanisad-ramarahasya,Upaniṣad,Requested 108-title list,Ramarahasya,,Muktika-style 108-title list supplied for this project,Traditional/anonymous unless an edition establishes otherwise,requested-scope,link-only-pending-rights,needs-commentary-mapping,https://github.com/INDOLOGY/GRETIL-mirror/search?q=Ramarahasya&type=code,"Verify title normalization, recension, edition, and item-level rights."
upanisad-hayagriva,Upaniṣad,Requested 108-title list,Hayagriva,,Muktika-style 108-title list supplied for this project,Traditional/anonymous unless an edition establishes otherwise,requested-scope,link-only-pending-rights,needs-commentary-mapping,https://github.com/INDOLOGY/GRETIL-mirror/search?q=Hayagriva&type=code,"Verify title normalization, recension, edition, and item-level rights."
upanisad-atharvashikha,Upaniṣad,Requested 108-title list,Atharvashikha,,Muktika-style 108-title list supplied for this project,Traditional/anonymous unless an edition establishes otherwise,requested-scope,link-only-pending-rights,needs-commentary-mapping,https://github.com/INDOLOGY/GRETIL-mirror/search?q=Atharvashikha&type=code,"Verify title normalization, recension, edition, and item-level rights."
upanisad-atharvashira,Upaniṣad,Requested 108-title list,Atharvashira,,Muktika-style 108-title list supplied for this project,Traditional/anonymous unless an edition establishes otherwise,requested-scope,link-only-pending-rights,needs-commentary-mapping,https://github.com/INDOLOGY/GRETIL-mirror/search?q=Atharvashira&type=code,"Verify title normalization, recension, edition, and item-level rights."
upanisad-ganapati,Upaniṣad,Requested 108-title list,Ganapati,,Muktika-style 108-title list supplied for this project,Traditional/anonymous unless an edition establishes otherwise,requested-scope,link-only-pending-rights,needs-commentary-mapping,https://github.com/INDOLOGY/GRETIL-mirror/search?q=Ganapati&type=code,"Verify title normalization, recension, edition, and item-level rights."
upanisad-brihajjabala,Upaniṣad,Requested 108-title list,Brihajjabala,,Muktika-style 108-title list supplied for this project,Traditional/anonymous unless an edition establishes otherwise,requested-scope,link-only-pending-rights,needs-commentary-mapping,https://github.com/INDOLOGY/GRETIL-mirror/search?q=Brihajjabala&type=code,"Verify title normalization, recension, edition, and item-level rights."
upanisad-bhasmajabala,Upaniṣad,Requested 108-title list,Bhasmajabala,,Muktika-style 108-title list supplied for this project,Traditional/anonymous unless an edition establishes otherwise,requested-scope,link-only-pending-rights,needs-commentary-mapping,https://github.com/INDOLOGY/GRETIL-mirror/search?q=Bhasmajabala&type=code,"Verify title normalization, recension, edition, and item-level rights."
upanisad-sharabha,Upaniṣad,Requested 108-title list,Sharabha,,Muktika-style 108-title list supplied for this project,Traditional/anonymous unless an edition establishes otherwise,requested-scope,link-only-pending-rights,needs-commentary-mapping,https://github.com/INDOLOGY/GRETIL-mirror/search?q=Sharabha&type=code,"Verify title normalization, recension, edition, and item-level rights."
upanisad-annapurna,Upaniṣad,Requested 108-title list,Annapurna,,Muktika-style 108-title list supplied for this project,Traditional/anonymous unless an edition establishes otherwise,requested-scope,link-only-pending-rights,needs-commentary-mapping,https://github.com/INDOLOGY/GRETIL-mirror/search?q=Annapurna&type=code,"Verify title normalization, recension, edition, and item-level rights."
upanisad-tripuratapini,Upaniṣad,Requested 108-title list,Tripuratapini,,Muktika-style 108-title list supplied for this project,Traditional/anonymous unless an edition establishes otherwise,requested-scope,link-only-pending-rights,needs-commentary-mapping,https://github.com/INDOLOGY/GRETIL-mirror/search?q=Tripuratapini&type=code,"Verify title normalization, recension, edition, and item-level rights."
upanisad-devi,Upaniṣad,Requested 108-title list,Devi,,Muktika-style 108-title list supplied for this project,Traditional/anonymous unless an edition establishes otherwise,requested-scope,link-only-pending-rights,needs-commentary-mapping,https://github.com/INDOLOGY/GRETIL-mirror/search?q=Devi&type=code,"Verify title normalization, recension, edition, and item-level rights."
upanisad-bhavana,Upaniṣad,Requested 108-title list,Bhavana,,Muktika-style 108-title list supplied for this project,Traditional/anonymous unless an edition establishes otherwise,requested-scope,link-only-pending-rights,needs-commentary-mapping,https://github.com/INDOLOGY/GRETIL-mirror/search?q=Bhavana&type=code,"Verify title normalization, recension, edition, and item-level rights."
upanisad-sita,Upaniṣad,Requested 108-title list,Sita,,Muktika-style 108-title list supplied for this project,Traditional/anonymous unless an edition establishes otherwise,requested-scope,link-only-pending-rights,needs-commentary-mapping,https://github.com/INDOLOGY/GRETIL-mirror/search?q=Sita&type=code,"Verify title normalization, recension, edition, and item-level rights."
itihasa-ramayana,Itihāsa,Rāmāyaṇa,Ramayana,,,Traditional/anonymous unless an edition establishes otherwise,requested-scope,link-only-pending-rights,needs-commentary-mapping,https://github.com/sarit/SARIT-corpus/search?q=Ramayana&type=code,"Verify title normalization, recension, edition, and item-level rights."
itihasa-bala-kanda,Itihāsa,Rāmāyaṇa,Bala Kanda,,Ramayana,Traditional/anonymous unless an edition establishes otherwise,requested-scope,link-only-pending-rights,needs-commentary-mapping,https://github.com/sarit/SARIT-corpus/search?q=Bala+Kanda&type=code,"Verify title normalization, recension, edition, and item-level rights."
itihasa-ayodhya-kanda,Itihāsa,Rāmāyaṇa,Ayodhya Kanda,,Ramayana,Traditional/anonymous unless an edition establishes otherwise,requested-scope,link-only-pending-rights,needs-commentary-mapping,https://github.com/sarit/SARIT-corpus/search?q=Ayodhya+Kanda&type=code,"Verify title normalization, recension, edition, and item-level rights."
itihasa-aranya-kanda,Itihāsa,Rāmāyaṇa,Aranya Kanda,,Ramayana,Traditional/anonymous unless an edition establishes otherwise,requested-scope,link-only-pending-rights,needs-commentary-mapping,https://github.com/sarit/SARIT-corpus/search?q=Aranya+Kanda&type=code,"Verify title normalization, recension, edition, and item-level rights."
itihasa-kishkindha-kanda,Itihāsa,Rāmāyaṇa,Kishkindha Kanda,,Ramayana,Traditional/anonymous unless an edition establishes otherwise,requested-scope,link-only-pending-rights,needs-commentary-mapping,https://github.com/sarit/SARIT-corpus/search?q=Kishkindha+Kanda&type=code,"Verify title normalization, recension, edition, and item-level rights."
itihasa-sundara-kanda,Itihāsa,Rāmāyaṇa,Sundara Kanda,,Ramayana,Traditional/anonymous unless an edition establishes otherwise,requested-scope,link-only-pending-rights,needs-commentary-mapping,https://github.com/sarit/SARIT-corpus/search?q=Sundara+Kanda&type=code,"Verify title normalization, recension, edition, and item-level rights."
itihasa-yuddha-kanda,Itihāsa,Rāmāyaṇa,Yuddha Kanda,,Ramayana,Traditional/anonymous unless an edition establishes otherwise,requested-scope,link-only-pending-rights,needs-commentary-mapping,https://github.com/sarit/SARIT-corpus/search?q=Yuddha+Kanda&type=code,"Verify title normalization, recension, edition, and item-level rights."
itihasa-uttara-kanda,Itihāsa,Rāmāyaṇa,Uttara Kanda,,Ramayana,Traditional/anonymous unless an edition establishes otherwise,requested-scope,link-only-pending-rights,needs-commentary-mapping,https://github.com/sarit/SARIT-corpus/search?q=Uttara+Kanda&type=code,Textual history and relationship to the earliest recoverable Rāmāyaṇa layers require edition-specific description.
itihasa-mahabharata,Itihāsa,Mahābhārata,Mahabharata,,,Traditional/anonymous unless an edition establishes otherwise,requested-scope,link-only-pending-rights,needs-commentary-mapping,https://github.com/sarit/SARIT-corpus/search?q=Mahabharata&type=code,"Verify title normalization, recension, edition, and item-level rights."
itihasa-adi-parva,Itihāsa,Mahābhārata,Adi Parva,,Mahabharata,Traditional/anonymous unless an edition establishes otherwise,requested-scope,link-only-pending-rights,needs-commentary-mapping,https://github.com/sarit/SARIT-corpus/search?q=Adi+Parva&type=code,"Verify title normalization, recension, edition, and item-level rights."
itihasa-sabha-parva,Itihāsa,Mahābhārata,Sabha Parva,,Mahabharata,Traditional/anonymous unless an edition establishes otherwise,requested-scope,link-only-pending-rights,needs-commentary-mapping,https://github.com/sarit/SARIT-corpus/search?q=Sabha+Parva&type=code,"Verify title normalization, recension, edition, and item-level rights."
itihasa-vana-parva,Itihāsa,Mahābhārata,Vana Parva,,Mahabharata,Traditional/anonymous unless an edition establishes otherwise,requested-scope,link-only-pending-rights,needs-commentary-mapping,https://github.com/sarit/SARIT-corpus/search?q=Vana+Parva&type=code,"Verify title normalization, recension, edition, and item-level rights."
itihasa-virata-parva,Itihāsa,Mahābhārata,Virata Parva,,Mahabharata,Traditional/anonymous unless an edition establishes otherwise,requested-scope,link-only-pending-rights,needs-commentary-mapping,https://github.com/sarit/SARIT-corpus/search?q=Virata+Parva&type=code,"Verify title normalization, recension, edition, and item-level rights."
itihasa-udyoga-parva,Itihāsa,Mahābhārata,Udyoga Parva,,Mahabharata,Traditional/anonymous unless an edition establishes otherwise,requested-scope,link-only-pending-rights,needs-commentary-mapping,https://github.com/sarit/SARIT-corpus/search?q=Udyoga+Parva&type=code,"Verify title normalization, recension, edition, and item-level rights."
itihasa-bhishma-parva,Itihāsa,Mahābhārata,Bhishma Parva,,Mahabharata,Traditional/anonymous unless an edition establishes otherwise,requested-scope,link-only-pending-rights,needs-commentary-mapping,https://github.com/sarit/SARIT-corpus/search?q=Bhishma+Parva&type=code,"Verify title normalization, recension, edition, and item-level rights."
itihasa-bhagavad-gita,Itihāsa,Mahābhārata,Bhagavad Gita,,Mahabharata,Traditional/anonymous unless an edition establishes otherwise,requested-scope,link-only-pending-rights,needs-commentary-mapping,https://github.com/sarit/SARIT-corpus/search?q=Bhagavad+Gita&type=code,"Verify title normalization, recension, edition, and item-level rights."
itihasa-drona-parva,Itihāsa,Mahābhārata,Drona Parva,,Mahabharata,Traditional/anonymous unless an edition establishes otherwise,requested-scope,link-only-pending-rights,needs-commentary-mapping,https://github.com/sarit/SARIT-corpus/search?q=Drona+Parva&type=code,"Verify title normalization, recension, edition, and item-level rights."
itihasa-karna-parva,Itihāsa,Mahābhārata,Karna Parva,,Mahabharata,Traditional/anonymous unless an edition establishes otherwise,requested-scope,link-only-pending-rights,needs-commentary-mapping,https://github.com/sarit/SARIT-corpus/search?q=Karna+Parva&type=code,"Verify title normalization, recension, edition, and item-level rights."
itihasa-shalya-parva,Itihāsa,Mahābhārata,Shalya Parva,,Mahabharata,Traditional/anonymous unless an edition establishes otherwise,requested-scope,link-only-pending-rights,needs-commentary-mapping,https://github.com/sarit/SARIT-corpus/search?q=Shalya+Parva&type=code,"Verify title normalization, recension, edition, and item-level rights."
itihasa-sauptika-parva,Itihāsa,Mahābhārata,Sauptika Parva,,Mahabharata,Traditional/anonymous unless an edition establishes otherwise,requested-scope,link-only-pending-rights,needs-commentary-mapping,https://github.com/sarit/SARIT-corpus/search?q=Sauptika+Parva&type=code,"Verify title normalization, recension, edition, and item-level rights."
itihasa-stri-parva,Itihāsa,Mahābhārata,Stri Parva,,Mahabharata,Traditional/anonymous unless an edition establishes otherwise,requested-scope,link-only-pending-rights,needs-commentary-mapping,https://github.com/sarit/SARIT-corpus/search?q=Stri+Parva&type=code,"Verify title normalization, recension, edition, and item-level rights."
itihasa-shanti-parva,Itihāsa,Mahābhārata,Shanti Parva,,Mahabharata,Traditional/anonymous unless an edition establishes otherwise,requested-scope,link-only-pending-rights,needs-commentary-mapping,https://github.com/sarit/SARIT-corpus/search?q=Shanti+Parva&type=code,"Verify title normalization, recension, edition, and item-level rights."
itihasa-anushasana-parva,Itihāsa,Mahābhārata,Anushasana Parva,,Mahabharata,Traditional/anonymous unless an edition establishes otherwise,requested-scope,link-only-pending-rights,needs-commentary-mapping,https://github.com/sarit/SARIT-corpus/search?q=Anushasana+Parva&type=code,"Verify title normalization, recension, edition, and item-level rights."
itihasa-ashvamedhika-parva,Itihāsa,Mahābhārata,Ashvamedhika Parva,,Mahabharata,Traditional/anonymous unless an edition establishes otherwise,requested-scope,link-only-pending-rights,needs-commentary-mapping,https://github.com/sarit/SARIT-corpus/search?q=Ashvamedhika+Parva&type=code,"Verify title normalization, recension, edition, and item-level rights."
itihasa-ashramavasika-parva,Itihāsa,Mahābhārata,Ashramavasika Parva,,Mahabharata,Traditional/anonymous unless an edition establishes otherwise,requested-scope,link-only-pending-rights,needs-commentary-mapping,https://github.com/sarit/SARIT-corpus/search?q=Ashramavasika+Parva&type=code,"Verify title normalization, recension, edition, and item-level rights."
itihasa-mausala-parva,Itihāsa,Mahābhārata,Mausala Parva,,Mahabharata,Traditional/anonymous unless an edition establishes otherwise,requested-scope,link-only-pending-rights,needs-commentary-mapping,https://github.com/sarit/SARIT-corpus/search?q=Mausala+Parva&type=code,"Verify title normalization, recension, edition, and item-level rights."
itihasa-mahaprasthanika-parva,Itihāsa,Mahābhārata,Mahaprasthanika Parva,,Mahabharata,Traditional/anonymous unless an edition establishes otherwise,requested-scope,link-only-pending-rights,needs-commentary-mapping,https://github.com/sarit/SARIT-corpus/search?q=Mahaprasthanika+Parva&type=code,"Verify title normalization, recension, edition, and item-level rights."
itihasa-svargarohana-parva,Itihāsa,Mahābhārata,Svargarohana Parva,,Mahabharata,Traditional/anonymous unless an edition establishes otherwise,requested-scope,link-only-pending-rights,needs-commentary-mapping,https://github.com/sarit/SARIT-corpus/search?q=Svargarohana+Parva&type=code,"Verify title normalization, recension, edition, and item-level rights."
itihasa-harivamsa,Itihāsa,Mahābhārata,Harivamsa,,,Traditional/anonymous unless an edition establishes otherwise,requested-scope,link-only-pending-rights,needs-commentary-mapping,https://github.com/sarit/SARIT-corpus/search?q=Harivamsa&type=code,"Usually catalogued as a Mahābhārata supplement/khila, not one of its eighteen parvans."
purana-brahma-purana,Purāṇa,Mahāpurāṇa and requested Upapurāṇa scope,Brahma Purana,,,Traditional/anonymous unless an edition establishes otherwise,requested-scope,link-only-pending-rights,needs-commentary-mapping,https://github.com/INDOLOGY/GRETIL-mirror/search?q=Brahma+Purana&type=code,"Verify title normalization, recension, edition, and item-level rights."
purana-padma-purana,Purāṇa,Mahāpurāṇa and requested Upapurāṇa scope,Padma Purana,,,Traditional/anonymous unless an edition establishes otherwise,requested-scope,link-only-pending-rights,needs-commentary-mapping,https://github.com/INDOLOGY/GRETIL-mirror/search?q=Padma+Purana&type=code,"Verify title normalization, recension, edition, and item-level rights."
purana-vishnu-purana,Purāṇa,Mahāpurāṇa and requested Upapurāṇa scope,Vishnu Purana,,,Traditional/anonymous unless an edition establishes otherwise,requested-scope,link-only-pending-rights,needs-commentary-mapping,https://github.com/INDOLOGY/GRETIL-mirror/search?q=Vishnu+Purana&type=code,"Verify title normalization, recension, edition, and item-level rights."
purana-shiva-purana,Purāṇa,Mahāpurāṇa and requested Upapurāṇa scope,Shiva Purana,,,Traditional/anonymous unless an edition establishes otherwise,requested-scope,link-only-pending-rights,needs-commentary-mapping,https://github.com/INDOLOGY/GRETIL-mirror/search?q=Shiva+Purana&type=code,"Verify title normalization, recension, edition, and item-level rights."
purana-bhagavata-purana,Purāṇa,Mahāpurāṇa and requested Upapurāṇa scope,Bhagavata Purana,,,Traditional/anonymous unless an edition establishes otherwise,requested-scope,link-only-pending-rights,needs-commentary-mapping,https://github.com/INDOLOGY/GRETIL-mirror/search?q=Bhagavata+Purana&type=code,"Verify title normalization, recension, edition, and item-level rights."
purana-naradiya-purana,Purāṇa,Mahāpurāṇa and requested Upapurāṇa scope,Naradiya Purana,,,Traditional/anonymous unless an edition establishes otherwise,requested-scope,link-only-pending-rights,needs-commentary-mapping,https://github.com/INDOLOGY/GRETIL-mirror/search?q=Naradiya+Purana&type=code,"Verify title normalization, recension, edition, and item-level rights."
purana-markandeya-purana,Purāṇa,Mahāpurāṇa and requested Upapurāṇa scope,Markandeya Purana,,,Traditional/anonymous unless an edition establishes otherwise,requested-scope,link-only-pending-rights,needs-commentary-mapping,https://github.com/INDOLOGY/GRETIL-mirror/search?q=Markandeya+Purana&type=code,"Verify title normalization, recension, edition, and item-level rights."
purana-agni-purana,Purāṇa,Mahāpurāṇa and requested Upapurāṇa scope,Agni Purana,,,Traditional/anonymous unless an edition establishes otherwise,requested-scope,link-only-pending-rights,needs-commentary-mapping,https://github.com/INDOLOGY/GRETIL-mirror/search?q=Agni+Purana&type=code,"Verify title normalization, recension, edition, and item-level rights."
purana-bhavishya-purana,Purāṇa,Mahāpurāṇa and requested Upapurāṇa scope,Bhavishya Purana,,,Traditional/anonymous unless an edition establishes otherwise,requested-scope,link-only-pending-rights,needs-commentary-mapping,https://github.com/INDOLOGY/GRETIL-mirror/search?q=Bhavishya+Purana&type=code,"Verify title normalization, recension, edition, and item-level rights."
purana-brahmavaivarta-purana,Purāṇa,Mahāpurāṇa and requested Upapurāṇa scope,Brahmavaivarta Purana,,,Traditional/anonymous unless an edition establishes otherwise,requested-scope,link-only-pending-rights,needs-commentary-mapping,https://github.com/INDOLOGY/GRETIL-mirror/search?q=Brahmavaivarta+Purana&type=code,"Verify title normalization, recension, edition, and item-level rights."
purana-linga-purana,Purāṇa,Mahāpurāṇa and requested Upapurāṇa scope,Linga Purana,,,Traditional/anonymous unless an edition establishes otherwise,requested-scope,link-only-pending-rights,needs-commentary-mapping,https://github.com/INDOLOGY/GRETIL-mirror/search?q=Linga+Purana&type=code,"Verify title normalization, recension, edition, and item-level rights."
purana-varaha-purana,Purāṇa,Mahāpurāṇa and requested Upapurāṇa scope,Varaha Purana,,,Traditional/anonymous unless an edition establishes otherwise,requested-scope,link-only-pending-rights,needs-commentary-mapping,https://github.com/INDOLOGY/GRETIL-mirror/search?q=Varaha+Purana&type=code,"Verify title normalization, recension, edition, and item-level rights."
purana-skanda-purana,Purāṇa,Mahāpurāṇa and requested Upapurāṇa scope,Skanda Purana,,,Traditional/anonymous unless an edition establishes otherwise,requested-scope,link-only-pending-rights,needs-commentary-mapping,https://github.com/INDOLOGY/GRETIL-mirror/search?q=Skanda+Purana&type=code,"Verify title normalization, recension, edition, and item-level rights."
purana-vamana-purana,Purāṇa,Mahāpurāṇa and requested Upapurāṇa scope,Vamana Purana,,,Traditional/anonymous unless an edition establishes otherwise,requested-scope,link-only-pending-rights,needs-commentary-mapping,https://github.com/INDOLOGY/GRETIL-mirror/search?q=Vamana+Purana&type=code,"Verify title normalization, recension, edition, and item-level rights."
purana-kurma-purana,Purāṇa,Mahāpurāṇa and requested Upapurāṇa scope,Kurma Purana,,,Traditional/anonymous unless an edition establishes otherwise,requested-scope,link-only-pending-rights,needs-commentary-mapping,https://github.com/INDOLOGY/GRETIL-mirror/search?q=Kurma+Purana&type=code,"Verify title normalization, recension, edition, and item-level rights."
purana-matsya-purana,Purāṇa,Mahāpurāṇa and requested Upapurāṇa scope,Matsya Purana,,,Traditional/anonymous unless an edition establishes otherwise,requested-scope,link-only-pending-rights,needs-commentary-mapping,https://github.com/INDOLOGY/GRETIL-mirror/search?q=Matsya+Purana&type=code,"Verify title normalization, recension, edition, and item-level rights."
purana-garuda-purana,Purāṇa,Mahāpurāṇa and requested Upapurāṇa scope,Garuda Purana,,,Traditional/anonymous unless an edition establishes otherwise,requested-scope,link-only-pending-rights,needs-commentary-mapping,https://github.com/INDOLOGY/GRETIL-mirror/search?q=Garuda+Purana&type=code,"Verify title normalization, recension, edition, and item-level rights."
purana-brahmanda-purana,Purāṇa,Mahāpurāṇa and requested Upapurāṇa scope,Brahmanda Purana,,,Traditional/anonymous unless an edition establishes otherwise,requested-scope,link-only-pending-rights,needs-commentary-mapping,https://github.com/INDOLOGY/GRETIL-mirror/search?q=Brahmanda+Purana&type=code,"Verify title normalization, recension, edition, and item-level rights."
